企業コード,業種,企業名,2018売上,2018営業利益,2018当期利益,2018基本的1株当たり当期利益,2019売上,2019営業利益,2019当期利益,2019基本的1株当たり当期利益,2020売上,2020営業利益,2020当期利益,2020基本的1株当たり当期利益,2021売上,2021営業利益,2021当期利益,2021基本的1株当たり当期利益,20201株当たりの当期純利益,2020PER,20201株当たりの純資産,2020PBR,2020ROA,2020ROE,2020自己資本比率,2020配当性向,2020営業CF,2020投資CF,2020財務CF,20211株当たりの当期純利益,2021PER,20211株当たりの純資産,2021PBR,2021ROA,2021ROE,2021自己資本比率,2021配当性向,2021営業CF,2021投資CF,2021財務CF,短信決算発表日,決算月,2020配当利回り,2021配当利回り,中間配当,期末配当,中間配当権利付き最終日,中間配当基準日,期末配当権利付き最終日,期末配当基準日,専門家予想,みんなの予想
9502,電力,中部電,2853309,136505,74372,98.24,3035082,125924,79422,104.96,3065954,130832,163472,216.11,2935409,145694,147202,194.65,82.18,,1993.06,,2.97,8.9,31.5,23.1,255896,△647622,△5851,17.93,,1969.86,,2.59,7.5,34.2,25.7,384148,△21513,△141121,2021/4/28,3.0,3.24,3.72,25.0,25.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,6
9503,電力,関西電,"3,133,632","227,551","151,880",170.01,"3,307,661","204,853","115,077",128.83,"3,184,259","206,956","130,002",145.55,"3,092,398","145,746","108,978",122.02,88.53,,"1,120.61",,1.71,8.35,14.8,34.4,"463,408","△577,370","211,222",44.22,,"1,138.88",,1.35,6.63,14.8,41,"369,215","△660,755","325,643",2021/4/28,3.0,3.91,4.74,25.0,25.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,1
9501,電力,東電HD,5850939,288470,318077,198.52,6338490,312257,232414,145.06,6241422,211841,50703,31.65,5866824,143460,180896,112.9,31.65,,1185.98,,0.42,1.75,24.3,,323493,△508253,13591,112.9,,1326.49,,1.5,6,25.8,,239825,△577215,△20340,2021/4/28,3.0,0.0,0.0,0.0,0.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,4
9532,ガス,大ガス,1296238,78118,37724,90.71,1371863,67977,33601,80.8,1368689,83792,41788,100.5,1364106,112491,80857,194.48,131.42,,1875.12,,1.95,4.17,47.4,49.8,182892,△232266,79272,131.42,,2002.22,,3.5,7.78,48.4,27,219797,△198354,△1636,2021/4/27,3.0,2.52,2.54,27.5,27.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,2
9531,ガス,東ガス,"1,777,344","116,302","74,987",164.12,"1,962,308","93,704","84,555",187.6,"1,925,235","101,418","43,293",97.86,"1,765,146","77,675","49,505",112.26,128.18,,"1,855.81",,1.7,3.75,39.1,61.3,"306,296","△270,798","23,171",96.41,,"1,825.41",,1.81,4.3,38.1,53.4,"255,574","△295,911","52,009",2021/4/28,3.0,2.28,2.47,30.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,8
9766,サービス,コナミG,"239,497","45,181","30,506",225.59,"262,549","50,522","34,217",252.86,"262,810","30,972","19,897",147.26,"272,656","36,550","32,274",242.17,261.23,,"1,792.29",,4.75,7.32,85.6,30.6,"51,166","△62,147","△15,869",104.41,,"1,867.14",,6.6,11.38,75.5,30.1,"69,770","△22,412","22,426",2021/5/13,3.0,0.96,1.51,36.5,50.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,9
4324,サービス,電通グループ,"928,841","137,392","113,142",373.11,"1,018,512","111,638","97,501",320.39,1047881,△3358,△72905,△287.92,939243,△140625,△152296,△571.19,△287.92,,3895.88,,△2.13,△8.00,25.7,△32.99,79957,△76051,△7803,△571.19,,2977.08,,△4.74,△18.60,22.0,△12.47,139715,262226,△232189,2021/2/15,12.0,2.28,2.47,50.5,67.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,5,1
2413,サービス,エムスリー,"94,471","27,486","19,225",27.99,"113,059","30,800","21,346",30.22,"130,973","34,337","24,153",31.89,"169,198","57,972","41,198",55.73,31.89,,252.73,,9.75,16.34,74.9,26.7,"26,789","△49,883","43,400",55.73,,305.25,,13.85,20.67,73.2,21.5,"46,627","3,592","△11,615",2021/4/23,3.0,0.33,0.17,0.0,12.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,3
4704,サービス,トレンド,"148,811","36,441","25,691",187.01,"160,410","35,836","28,314",204.38,"165,195","37,686","27,946",200.94,"174,061","39,464","26,904",193.39,172.75,,592.67,,7.77,15.02,47.5,79.6,"45,109","△1,470","△25,958",150.45,,571.55,,7.14,14.41,44.7,79.1,"54,310","△5,777","△21,142",2021/2/17,12.0,2.61,3.3,0.0,195.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,2,2
3659,サービス,ネクソン,"234,929","90,504","56,517",64.67,"253,721","98,360","102,977",121.03,"248,542","94,525","113,236",129.34,"293,024","111,450","55,489",63.57,25.04,,60.18,,16.08,19.68,84.3,1.9,"105,073","△28,625","△27,742",42.01,,104.28,,6.52,8.45,89.5,7.9,"137,603","△140,234","△2,626",2021/2/9,12.0,0.16,0.21,2.5,2.5,2021/6/27,2021/6/30,2021/12/28,2021/12/31,4,9
4755,サービス,楽天グループ,"944,474","149,344","110,488",80.03,"1,101,480","170,425","141,889",105.43,"1,263,932","72,745","△33,068",△23.55,"1,455,538","△93,849","△115,838",△84.00,△23.55,,344.63,,△0.35,△4.22,8.0,△19.10,"318,320","△286,290","458,340",△84.00,,294.05,,△0.91,△16.99,4.9,△5.35,"1,041,391","△303,347","808,108",2021/2/12,12.0,0.45,0.37,0.0,4.5,2021/6/27,2021/6/30,2021/12/28,2021/12/31,9,9
6178,サービス,日本郵政,"12,920,375","916,144","460,623",112.97,"12,774,999","830,696","479,419",118.57,"11,950,185","864,457","483,733",119.64,"11,720,403","914,164","418,238",103.44,98.35,,"1,986.40",,0.17,3.99,98.8,41.8,"305,850","1,040,484","99,003",△526.79,,"1,462.39",,0.14,3.38,98.6,48.3,"6,965,155","2,015,201","50,578",2021/5/14,3.0,4.71,6.13,0.0,50.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,9
4751,サービス,サイバー,"419,512",30163,"4,849",38.54,"453,611","30,825","1,694",13.45,"478,566","33,880","6,608",13.1,"666,460","104,381","41,553",82.3,35.14,,213.62,,0.75,2.11,56.9,64.9,"37,028","△16,621","△2,590",△136.71,,66.63,,2.53,7.83,27.0,13.4,"109,609","△28,537",374,2021/10/27,9.0,0.73,0.57,0.0,11.0,2021/3/28,2021/3/31,2021/9/27,2021/9/30,3,1
4689,サービス,ZHD,"897,185","185,810","134,412",23.04,"954,714","140,528","77,828",14.74,"1,052,943","152,276","88,020",16.88,"1,205,846","162,125","89,120",14.02,16.88,,137.26,,2.08,10.27,19.6,52.5,"241,578","△503,734","595,809",14.02,,391.62,,1.05,4.06,40.1,39.7,"207,921","△12,349","△12,070",2021/4/28,3.0,2.55,0.94,0.0,5.56,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,4
7974,サービス,任天堂,"1,055,682","177,557","139,590","1,162.30","1,200,560","249,701","194,009","1,615.51","1,308,519","352,370","258,641","2,171.20","1,758,910","640,634","480,376","4,032.60","1,769.94",,"8,824.00",,13.37,17.53,76.9,50.2,"347,753","△188,433","△111,031","3,385.90",,"10,761.57",,19.63,28.13,72.6,55.1,"612,106","△136,533","△194,938",2021/5/6,3.0,2.73,4.01,620.0,1410.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,6
9602,サービス,東宝,"242,668","47,586","33,553",185.95,"246,274","44,982","30,197",167.92,"262,766","52,857","36,609",203.77,"191,948","22,447","14,688",82.54,139.73,,"1,526.85",,7.47,10.02,66.5,27,"55,892","△7,353","△8,407",101.34,,"1,563.77",,3.1,3.91,69.9,42.4,"12,512","△27,226","△17,220",2021/4/13,2.0,1.23,0.88,17.5,17.5,2021/8/28,2021/8/31,2021/2/25,2021/2/28,7,6
2432,サービス,ディーエヌエ,"139,390","27,503","23,616",158.34,"124,116","13,512","13,177",87.47,"121,387","△45,676","△49,847",△352.49,"136,971","22,495","26,354",207.54,△40.31,,"1,228.66",,△19.22,△22.75,79.7,△5.67,"12,946","△8,706","△32,154",47.28,,"1,437.53",,7.84,12.68,71.1,15.4,"29,967","△8,640","6,614",2021/5/7,3.0,1.08,1.85,0.0,32.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,1
4661,サービス,OLC,"479,280","110,285","81,191",246.7,"525,622","129,278","90,286",274.65,"464,450","96,862","62,217",189.23,"170,581","△45,989","△54,190",△165.51,191.54,,"2,323.59",,6.16,7.66,79.3,23.2,"73,336","20,534","△55,257",△113.70,,"2,184.67",,△5.21,△6.86,71.4,△15.70,"△23,834","△160,738","88,724",2021/4/28,3.0,0.3,0.16,13.0,13.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,3
9735,サービス,セコム,"970,624","135,448","86,993",398.58,"1,013,823","130,213","92,009",421.56,"1,060,070","142,858","89,080",408.14,"1,035,898","136,925","74,681",342.17,301.51,,"3,724.35",,4.91,8.77,85.8,41.7,"175,559","△60,780","△48,209",274.72,,"3,842.01",,4.01,7.05,86.3,49.7,"181,932","△48,536","△49,311",2021/5/13,3.0,1.82,1.78,90.0,85.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,3
6098,サービス,リクルート,"2,173,385","191,794","151,667",90.79,"2,310,756","223,090","174,280",104.31,"2,399,465","206,011","179,880",108.27,"2,269,346","162,823","131,393",79.83,51.68,,528.44,,9,18.41,61.8,27.7,"303,325","△88,993","△192,721",8.54,,491.99,,5.98,12.63,58.6,25.1,"286,597","△40,373","△172,713",2021/5/17,3.0,0.82,0.48,10.5,10.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,8
9999,,日経平均,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3
9998,,TOPIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
